year,month,day,team,defensive_third_down_conversion_%
2020,11,29,Kansas City,35.71%
2020,11,29,Green Bay,42.86%
2020,11,29,Pittsburgh,38.46%
2020,11,29,Philadelphia,30.00%
2020,11,29,Jacksonville,42.86%
2020,11,29,Cleveland,66.67%
2020,11,29,Cincinnati,71.43%
2020,11,29,Houston,58.33%
2020,11,29,Detroit,50.00%
2020,11,29,Seattle,41.67%
2020,11,29,Las Vegas,58.33%
2020,11,29,Dallas,60.00%
2020,11,29,NY Giants,30.77%
2020,11,29,New Orleans,66.67%
2020,11,29,Buffalo,25.00%
2020,11,29,Carolina,85.71%
2020,11,29,Tennessee,72.22%
2020,11,22,Miami,11.76%
2020,11,22,Chicago,23.08%
2020,11,22,Minnesota,52.94%
2020,11,22,New England,28.57%
2020,11,22,Baltimore,25.00%
2020,11,22,LA Rams,38.46%
2020,11,22,Arizona,40.00%
2020,11,22,San Francisco,33.33%
2020,11,22,Denver,30.77%
2020,11,22,LA Chargers,33.33%
2020,11,22,Tampa Bay,41.18%
2020,11,22,Indianapolis,47.06%
2020,11,22,NY Jets,11.11%
2020,11,22,Atlanta,30.00%
2020,11,22,Green Bay,41.67%
2020,11,22,Pittsburgh,8.33%
2020,11,22,Washington,63.64%
2020,11,22,Kansas City,44.44%
2020,11,22,Jacksonville,25.00%
2020,11,22,Philadelphia,37.50%
2020,11,22,Cleveland,35.71%
2020,11,22,Cincinnati,63.64%
2020,11,22,Houston,60.00%
2020,11,22,Detroit,53.85%
2020,11,22,Las Vegas,42.86%
2020,11,22,New Orleans,47.06%
2020,11,22,Dallas,53.85%
2020,11,22,Seattle,42.86%
2020,11,22,Carolina,50.00%
2020,11,22,Buffalo,64.29%
2020,11,22,NY Giants,53.33%
2020,11,22,Tennessee,50.00%
2020,11,15,Minnesota,0.00%
2020,11,15,Chicago,28.57%
2020,11,15,LA Rams,15.38%
2020,11,15,Arizona,30.77%
2020,11,15,Baltimore,18.75%
2020,11,15,New England,36.36%
2020,11,15,Miami,20.00%
2020,11,15,San Francisco,33.33%
2020,11,15,Tampa Bay,30.00%
2020,11,15,Indianapolis,58.82%
2020,11,15,LA Chargers,33.33%
2020,11,15,Washington,40.00%
2020,11,15,Denver,42.11%
2020,11,15,Green Bay,25.00%
2020,11,15,Kansas City,50.00%
2020,11,15,Cincinnati,46.67%
2020,11,15,Atlanta,50.00%
2020,11,15,Philadelphia,73.33%
2020,11,15,Houston,50.00%
2020,11,15,NY Jets,41.67%
2020,11,15,Cleveland,36.36%
2020,11,15,Detroit,71.43%
2020,11,15,Jacksonville,50.00%
2020,11,15,Dallas,53.85%
2020,11,15,Las Vegas,42.86%
2020,11,15,New Orleans,47.06%
2020,11,15,Pittsburgh,71.43%
2020,11,15,Seattle,42.86%
2020,11,15,Carolina,46.15%
2020,11,15,Buffalo,60.00%
2020,11,15,NY Giants,55.56%
2020,11,15,Tennessee,76.47%
2020,11,8,Indianapolis,28.57%
2020,11,8,Minnesota,25.00%
2020,11,8,Chicago,42.11%
2020,11,8,New England,36.36%
2020,11,8,Arizona,63.64%
2020,11,8,Philadelphia,45.45%
2020,11,8,San Francisco,30.77%
2020,11,8,Washington,45.45%
2020,11,8,Denver,42.11%
2020,11,8,Tampa Bay,40.00%
2020,11,8,LA Chargers,45.45%
2020,11,8,Kansas City,40.00%
2020,11,8,LA Rams,30.77%
2020,11,8,Green Bay,25.00%
2020,11,8,Atlanta,54.55%
2020,11,8,Cincinnati,20.00%
2020,11,8,Miami,40.00%
2020,11,8,Baltimore,30.77%
2020,11,8,Pittsburgh,41.67%
2020,11,8,Houston,41.67%
2020,11,8,Dallas,45.45%
2020,11,8,Detroit,71.43%
2020,11,8,Jacksonville,36.36%
2020,11,8,NY Jets,50.00%
2020,11,8,Buffalo,57.14%
2020,11,8,Cleveland,54.55%
2020,11,8,New Orleans,50.00%
2020,11,8,Las Vegas,53.85%
2020,11,8,Tennessee,40.00%
2020,11,8,Seattle,53.85%
2020,11,8,Carolina,33.33%
2020,11,8,NY Giants,38.46%
2020,11,1,Arizona,33.33%
2020,11,1,Chicago,30.77%
2020,11,1,Indianapolis,25.00%
2020,11,1,Minnesota,23.08%
2020,11,1,Philadelphia,23.08%
2020,11,1,Detroit,40.00%
2020,11,1,New England,33.33%
2020,11,1,Washington,35.71%
2020,11,1,Atlanta,26.67%
2020,11,1,Denver,50.00%
2020,11,1,LA Chargers,25.00%
2020,11,1,Tampa Bay,35.71%
2020,11,1,Kansas City,33.33%
2020,11,1,San Francisco,40.00%
2020,11,1,Pittsburgh,41.67%
2020,11,1,Miami,30.00%
2020,11,1,LA Rams,50.00%
2020,11,1,Houston,44.44%
2020,11,1,Buffalo,60.00%
2020,11,1,NY Jets,30.00%
2020,11,1,Cincinnati,47.62%
2020,11,1,Dallas,38.46%
2020,11,1,Baltimore,76.92%
2020,11,1,Cleveland,45.45%
2020,11,1,Green Bay,45.45%
2020,11,1,Las Vegas,27.27%
2020,11,1,New Orleans,45.45%
2020,11,1,Jacksonville,53.85%
2020,11,1,Seattle,46.67%
2020,11,1,Tennessee,40.00%
2020,11,1,Carolina,66.67%
2020,11,1,NY Giants,66.67%
2020,10,25,Miami,11.76%
2020,10,25,Chicago,23.08%
2020,10,25,Minnesota,52.94%
2020,10,25,New England,28.57%
2020,10,25,Baltimore,25.00%
2020,10,25,LA Rams,38.46%
2020,10,25,Arizona,40.00%
2020,10,25,San Francisco,33.33%
2020,10,25,Denver,30.77%
2020,10,25,LA Chargers,33.33%
2020,10,25,Tampa Bay,41.18%
2020,10,25,Indianapolis,47.06%
2020,10,25,NY Jets,11.11%
2020,10,25,Atlanta,30.00%
2020,10,25,Green Bay,41.67%
2020,10,25,Philadelphia,30.00%
2020,10,25,Pittsburgh,8.33%
2020,10,25,Washington,63.64%
2020,10,25,Kansas City,44.44%
2020,10,25,Jacksonville,25.00%
2020,10,25,Cleveland,35.71%
2020,10,25,Cincinnati,63.64%
2020,10,25,Houston,60.00%
2020,10,25,Detroit,53.85%
2020,10,25,Las Vegas,42.86%
2020,10,25,New Orleans,47.06%
2020,10,25,Dallas,53.85%
2020,10,25,Seattle,42.86%
2020,10,25,NY Giants,30.77%
2020,10,25,Carolina,50.00%
2020,10,25,Buffalo,64.29%
2020,10,25,Tennessee,50.00%
2020,10,18,Minnesota,0.00%
2020,10,18,Chicago,28.57%
2020,10,18,LA Rams,15.38%
2020,10,18,Arizona,30.77%
2020,10,18,Baltimore,18.75%
2020,10,18,New England,36.36%
2020,10,18,Miami,20.00%
2020,10,18,San Francisco,33.33%
2020,10,18,Tampa Bay,30.00%
2020,10,18,Indianapolis,58.82%
2020,10,18,LA Chargers,33.33%
2020,10,18,Washington,40.00%
2020,10,18,Denver,42.11%
2020,10,18,Green Bay,25.00%
2020,10,18,Kansas City,50.00%
2020,10,18,Cincinnati,46.67%
2020,10,18,Atlanta,50.00%
2020,10,18,Philadelphia,73.33%
2020,10,18,Houston,50.00%
2020,10,18,NY Jets,41.67%
2020,10,18,Cleveland,36.36%
2020,10,18,Detroit,71.43%
2020,10,18,Jacksonville,50.00%
2020,10,18,Dallas,53.85%
2020,10,18,Las Vegas,42.86%
2020,10,18,New Orleans,47.06%
2020,10,18,Pittsburgh,71.43%
2020,10,18,Seattle,42.86%
2020,10,18,Carolina,46.15%
2020,10,18,Buffalo,60.00%
2020,10,18,NY Giants,55.56%
2020,10,18,Tennessee,76.47%
2020,10,11,Indianapolis,28.57%
2020,10,11,Minnesota,25.00%
2020,10,11,Chicago,28.57%
2020,10,11,New England,36.36%
2020,10,11,Arizona,63.64%
2020,10,11,Philadelphia,45.45%
2020,10,11,Tampa Bay,30.00%
2020,10,11,San Francisco,30.77%
2020,10,11,Washington,45.45%
2020,10,11,Denver,42.11%
2020,10,11,LA Chargers,45.45%
2020,10,11,Kansas City,40.00%
2020,10,11,LA Rams,30.77%
2020,10,11,Green Bay,25.00%
2020,10,11,Atlanta,54.55%
2020,10,11,Cincinnati,20.00%
2020,10,11,Miami,40.00%
2020,10,11,Baltimore,30.77%
2020,10,11,Pittsburgh,41.67%
2020,10,11,Houston,41.67%
2020,10,11,Dallas,45.45%
2020,10,11,Detroit,71.43%
2020,10,11,Jacksonville,36.36%
2020,10,11,NY Jets,50.00%
2020,10,11,Buffalo,57.14%
2020,10,11,Cleveland,54.55%
2020,10,11,New Orleans,50.00%
2020,10,11,Las Vegas,53.85%
2020,10,11,Tennessee,40.00%
2020,10,11,Seattle,53.85%
2020,10,11,Carolina,33.33%
2020,10,11,NY Giants,38.46%
2020,10,4,Arizona,33.33%
2020,10,4,Chicago,30.77%
2020,10,4,Indianapolis,25.00%
2020,10,4,Minnesota,23.08%
2020,10,4,Philadelphia,23.08%
2020,10,4,Detroit,40.00%
2020,10,4,New England,33.33%
2020,10,4,Washington,35.71%
2020,10,4,Atlanta,26.67%
2020,10,4,LA Chargers,25.00%
2020,10,4,Denver,42.11%
2020,10,4,Tampa Bay,35.71%
2020,10,4,Kansas City,33.33%
2020,10,4,San Francisco,40.00%
2020,10,4,Pittsburgh,41.67%
2020,10,4,Miami,30.00%
2020,10,4,LA Rams,50.00%
2020,10,4,Houston,44.44%
2020,10,4,Buffalo,60.00%
2020,10,4,Cincinnati,47.62%
2020,10,4,Dallas,38.46%
2020,10,4,NY Jets,50.00%
2020,10,4,Baltimore,76.92%
2020,10,4,Cleveland,45.45%
2020,10,4,Green Bay,45.45%
2020,10,4,Las Vegas,27.27%
2020,10,4,New Orleans,45.45%
2020,10,4,Jacksonville,53.85%
2020,10,4,Seattle,46.67%
2020,10,4,Tennessee,40.00%
2020,10,4,Carolina,66.67%
2020,10,4,NY Giants,66.67%
2020,9,27,Arizona,33.33%
2020,9,27,Baltimore,33.33%
2020,9,27,Chicago,23.08%
2020,9,27,Denver,16.67%
2020,9,27,Detroit,50.00%
2020,9,27,Indianapolis,22.22%
2020,9,27,Washington,41.18%
2020,9,27,New England,42.86%
2020,9,27,Buffalo,41.67%
2020,9,27,Philadelphia,58.33%
2020,9,27,Minnesota,27.27%
2020,9,27,LA Rams,58.33%
2020,9,27,Tampa Bay,54.55%
2020,9,27,San Francisco,35.71%
2020,9,27,Pittsburgh,33.33%
2020,9,27,Miami,30.00%
2020,9,27,Kansas City,46.15%
2020,9,27,Houston,35.71%
2020,9,27,LA Chargers,46.67%
2020,9,27,Atlanta,53.85%
2020,9,27,Cincinnati,62.50%
2020,9,27,Cleveland,44.44%
2020,9,27,Jacksonville,53.85%
2020,9,27,Carolina,45.45%
2020,9,27,Dallas,47.06%
2020,9,27,Green Bay,50.00%
2020,9,27,New Orleans,58.82%
2020,9,27,NY Jets,53.85%
2020,9,27,Seattle,58.33%
2020,9,27,NY Giants,56.25%
2020,9,27,Tennessee,71.43%
2020,9,27,Las Vegas,63.64%
2020,9,20,Arizona,18.18%
2020,9,20,Detroit,18.18%
2020,9,20,LA Rams,25.00%
2020,9,20,Baltimore,25.00%
2020,9,20,Philadelphia,27.78%
2020,9,20,Tampa Bay,33.33%
2020,9,20,Jacksonville,33.33%
2020,9,20,Tennessee,33.33%
2020,9,20,Atlanta,33.33%
2020,9,20,Washington,35.71%
2020,9,20,New England,36.36%
2020,9,20,Buffalo,36.36%
2020,9,20,Chicago,37.50%
2020,9,20,New Orleans,38.46%
2020,9,20,Kansas City,40.00%
2020,9,20,LA Chargers,42.86%
2020,9,20,Denver,43.75%
2020,9,20,Cincinnati,62.50%
2020,9,20,Cleveland,44.44%
2020,9,20,Green Bay,50.00%
2020,9,20,NY Jets,50.00%
2020,9,20,Miami,50.00%
2020,9,20,Seattle,50.00%
2020,9,20,Indianapolis,50.00%
2020,9,20,San Francisco,50.00%
2020,9,20,Dallas,52.94%
2020,9,20,Pittsburgh,53.33%
2020,9,20,NY Giants,53.33%
2020,9,20,Las Vegas,53.85%
2020,9,20,Houston,53.85%
2020,9,20,Carolina,54.55%
2020,9,20,Minnesota,54.55%
2020,9,13,Kansas City,40.00%
2020,9,13,Houston,53.85%
2020,9,6,New England,50.00%
2020,9,6,San Francisco,42.86%
2020,9,6,Dallas,8.33%
2020,9,6,Tampa Bay,38.89%
2020,9,6,Philadelphia,53.33%
2020,9,6,Pittsburgh,43.75%
2020,9,6,Chicago,44.44%
2020,9,6,New Orleans,55.56%
2020,9,6,Buffalo,46.15%
2020,9,6,Kansas City,37.50%
2020,9,6,Denver,31.25%
2020,9,6,Cleveland,64.29%
2020,9,6,Green Bay,40.00%
2020,9,6,Baltimore,53.85%
2020,9,6,NY Jets,28.57%
2020,9,6,Tennessee,60.00%
2020,9,6,LA Rams,50.00%
2020,9,6,Seattle,64.29%
2020,9,6,Minnesota,41.67%
2020,9,6,NY Giants,26.67%
2020,9,6,Carolina,36.36%
2020,9,6,Atlanta,12.50%
2020,9,6,Jacksonville,33.33%
2020,9,6,Miami,33.33%
2020,9,6,Cincinnati,30.77%
2020,9,6,Las Vegas,25.00%
2020,9,6,Indianapolis,64.29%
2020,9,6,Detroit,40.00%
2020,9,6,LA Chargers,70.00%
2020,9,6,Arizona,61.11%
2020,9,6,Houston,25.00%
2020,9,6,Washington,53.33%
2020,2,23,New England,50.00%
2020,2,23,San Francisco,42.86%
2020,2,23,Dallas,8.33%
2020,2,23,Tampa Bay,38.89%
2020,2,23,Philadelphia,53.33%
2020,2,23,Pittsburgh,43.75%
2020,2,23,Chicago,44.44%
2020,2,23,New Orleans,55.56%
2020,2,23,Buffalo,46.15%
2020,2,23,Kansas City,37.50%
2020,2,23,Denver,31.25%
2020,2,23,Cleveland,64.29%
2020,2,23,Green Bay,40.00%
2020,2,23,Baltimore,53.85%
2020,2,23,NY Jets,28.57%
2020,2,23,Tennessee,60.00%
2020,2,23,LA Rams,50.00%
2020,2,23,Seattle,64.29%
2020,2,23,Minnesota,41.67%
2020,2,23,NY Giants,26.67%
2020,2,23,Carolina,36.36%
2020,2,23,Atlanta,12.50%
2020,2,23,Jacksonville,33.33%
2020,2,23,Miami,33.33%
2020,2,23,Cincinnati,30.77%
2020,2,23,Las Vegas,25.00%
2020,2,23,Indianapolis,64.29%
2020,2,23,Detroit,40.00%
2020,2,23,LA Chargers,70.00%
2020,2,23,Arizona,61.11%
2020,2,23,Houston,25.00%
2020,2,23,Washington,53.33%
2020,2,16,New England,50.00%
2020,2,16,San Francisco,42.86%
2020,2,16,Dallas,8.33%
2020,2,16,Tampa Bay,38.89%
2020,2,16,Philadelphia,53.33%
2020,2,16,Pittsburgh,43.75%
2020,2,16,Chicago,44.44%
2020,2,16,New Orleans,55.56%
2020,2,16,Buffalo,46.15%
2020,2,16,Kansas City,37.50%
2020,2,16,Denver,31.25%
2020,2,16,Cleveland,64.29%
2020,2,16,Green Bay,40.00%
2020,2,16,Baltimore,53.85%
2020,2,16,NY Jets,28.57%
2020,2,16,Tennessee,60.00%
2020,2,16,LA Rams,50.00%
2020,2,16,Seattle,64.29%
2020,2,16,Minnesota,41.67%
2020,2,16,NY Giants,26.67%
2020,2,16,Carolina,36.36%
2020,2,16,Atlanta,12.50%
2020,2,16,Jacksonville,33.33%
2020,2,16,Miami,33.33%
2020,2,16,Cincinnati,30.77%
2020,2,16,Las Vegas,25.00%
2020,2,16,Indianapolis,64.29%
2020,2,16,Detroit,40.00%
2020,2,16,LA Chargers,70.00%
2020,2,16,Arizona,61.11%
2020,2,16,Houston,25.00%
2020,2,16,Washington,53.33%
2020,2,9,New England,50.00%
2020,2,9,San Francisco,42.86%
2020,2,9,Dallas,8.33%
2020,2,9,Tampa Bay,38.89%
2020,2,9,Philadelphia,53.33%
2020,2,9,Pittsburgh,43.75%
2020,2,9,Chicago,44.44%
2020,2,9,New Orleans,55.56%
2020,2,9,Buffalo,46.15%
2020,2,9,Kansas City,37.50%
2020,2,9,Denver,31.25%
2020,2,9,Cleveland,64.29%
2020,2,9,Green Bay,40.00%
2020,2,9,Baltimore,53.85%
2020,2,9,NY Jets,28.57%
2020,2,9,Tennessee,60.00%
2020,2,9,LA Rams,50.00%
2020,2,9,Seattle,64.29%
2020,2,9,Minnesota,41.67%
2020,2,9,NY Giants,26.67%
2020,2,9,Carolina,36.36%
2020,2,9,Atlanta,12.50%
2020,2,9,Jacksonville,33.33%
2020,2,9,Miami,33.33%
2020,2,9,Cincinnati,30.77%
2020,2,9,Las Vegas,25.00%
2020,2,9,Indianapolis,64.29%
2020,2,9,Detroit,40.00%
2020,2,9,LA Chargers,70.00%
2020,2,9,Arizona,61.11%
2020,2,9,Houston,25.00%
2020,2,9,Washington,53.33%
2020,2,2,New England,50.00%
2020,2,2,San Francisco,33.33%
2020,2,2,Dallas,8.33%
2020,2,2,Tampa Bay,38.89%
2020,2,2,Philadelphia,53.33%
2020,2,2,Pittsburgh,43.75%
2020,2,2,Chicago,44.44%
2020,2,2,New Orleans,55.56%
2020,2,2,Buffalo,46.15%
2020,2,2,Kansas City,30.00%
2020,2,2,Denver,31.25%
2020,2,2,Cleveland,64.29%
2020,2,2,Green Bay,40.00%
2020,2,2,Baltimore,53.85%
2020,2,2,NY Jets,28.57%
2020,2,2,Tennessee,60.00%
2020,2,2,LA Rams,50.00%
2020,2,2,Seattle,64.29%
2020,2,2,Minnesota,41.67%
2020,2,2,NY Giants,26.67%
2020,2,2,Carolina,36.36%
2020,2,2,Atlanta,12.50%
2020,2,2,Jacksonville,33.33%
2020,2,2,Miami,33.33%
2020,2,2,Cincinnati,30.77%
2020,2,2,Las Vegas,25.00%
2020,2,2,Indianapolis,64.29%
2020,2,2,Detroit,40.00%
2020,2,2,LA Chargers,70.00%
2020,2,2,Arizona,61.11%
2020,2,2,Houston,25.00%
2020,2,2,Washington,53.33%
2020,1,26,New England,50.00%
2020,1,26,San Francisco,33.33%
2020,1,26,Dallas,8.33%
2020,1,26,Tampa Bay,38.89%
2020,1,26,Philadelphia,53.33%
2020,1,26,Pittsburgh,43.75%
2020,1,26,Chicago,44.44%
2020,1,26,New Orleans,55.56%
2020,1,26,Buffalo,46.15%
2020,1,26,Kansas City,30.00%
2020,1,26,Denver,31.25%
2020,1,26,Cleveland,64.29%
2020,1,26,Green Bay,40.00%
2020,1,26,Baltimore,53.85%
2020,1,26,NY Jets,28.57%
2020,1,26,Tennessee,60.00%
2020,1,26,LA Rams,50.00%
2020,1,26,Seattle,64.29%
2020,1,26,Minnesota,41.67%
2020,1,26,NY Giants,26.67%
2020,1,26,Carolina,36.36%
2020,1,26,Atlanta,12.50%
2020,1,26,Jacksonville,33.33%
2020,1,26,Miami,33.33%
2020,1,26,Cincinnati,30.77%
2020,1,26,Las Vegas,25.00%
2020,1,26,Indianapolis,64.29%
2020,1,26,Detroit,40.00%
2020,1,26,LA Chargers,70.00%
2020,1,26,Arizona,61.11%
2020,1,26,Houston,25.00%
2020,1,26,Washington,53.33%
2020,1,19,New England,50.00%
2020,1,19,San Francisco,16.67%
2020,1,19,Dallas,8.33%
2020,1,19,Tampa Bay,38.89%
2020,1,19,Philadelphia,53.33%
2020,1,19,Pittsburgh,43.75%
2020,1,19,Chicago,44.44%
2020,1,19,New Orleans,55.56%
2020,1,19,Buffalo,46.15%
2020,1,19,Kansas City,33.33%
2020,1,19,Denver,31.25%
2020,1,19,Green Bay,33.33%
2020,1,19,Cleveland,64.29%
2020,1,19,Baltimore,53.85%
2020,1,19,Tennessee,61.11%
2020,1,19,NY Jets,28.57%
2020,1,19,LA Rams,50.00%
2020,1,19,Seattle,64.29%
2020,1,19,Minnesota,41.67%
2020,1,19,NY Giants,26.67%
2020,1,19,Carolina,36.36%
2020,1,19,Atlanta,12.50%
2020,1,19,Jacksonville,33.33%
2020,1,19,Miami,33.33%
2020,1,19,Cincinnati,30.77%
2020,1,19,Las Vegas,25.00%
2020,1,19,Indianapolis,64.29%
2020,1,19,Detroit,40.00%
2020,1,19,LA Chargers,70.00%
2020,1,19,Arizona,61.11%
2020,1,19,Houston,25.00%
2020,1,19,Washington,53.33%
2020,1,12,New England,50.00%
2020,1,12,San Francisco,16.67%
2020,1,12,Dallas,8.33%
2020,1,12,Tampa Bay,38.89%
2020,1,12,Philadelphia,53.33%
2020,1,12,Pittsburgh,43.75%
2020,1,12,Chicago,44.44%
2020,1,12,New Orleans,55.56%
2020,1,12,Buffalo,46.15%
2020,1,12,Kansas City,53.33%
2020,1,12,Denver,31.25%
2020,1,12,Seattle,27.27%
2020,1,12,Cleveland,64.29%
2020,1,12,Green Bay,25.00%
2020,1,12,Baltimore,53.85%
2020,1,12,Tennessee,61.11%
2020,1,12,NY Jets,28.57%
2020,1,12,LA Rams,50.00%
2020,1,12,Minnesota,41.67%
2020,1,12,NY Giants,26.67%
2020,1,12,Carolina,36.36%
2020,1,12,Atlanta,12.50%
2020,1,12,Jacksonville,33.33%
2020,1,12,Miami,33.33%
2020,1,12,Cincinnati,30.77%
2020,1,12,Las Vegas,25.00%
2020,1,12,Indianapolis,64.29%
2020,1,12,Detroit,40.00%
2020,1,12,LA Chargers,70.00%
2020,1,12,Arizona,61.11%
2020,1,12,Houston,52.38%
2020,1,12,Washington,53.33%
2020,1,5,New England,50.00%
2020,1,5,San Francisco,57.14%
2020,1,5,Dallas,8.33%
2020,1,5,Philadelphia,31.25%
2020,1,5,Tampa Bay,38.89%
2020,1,5,New Orleans,31.25%
2020,1,5,Pittsburgh,43.75%
2020,1,5,Chicago,44.44%
2020,1,5,Tennessee,38.46%
2020,1,5,Buffalo,46.15%
2020,1,5,Baltimore,41.67%
2020,1,5,Kansas City,53.33%
2020,1,5,Denver,31.25%
2020,1,5,Cleveland,64.29%
2020,1,5,Green Bay,25.00%
2020,1,5,Seattle,50.00%
2020,1,5,NY Jets,28.57%
2020,1,5,LA Rams,50.00%
2020,1,5,Minnesota,43.75%
2020,1,5,NY Giants,26.67%
2020,1,5,Carolina,36.36%
2020,1,5,Atlanta,12.50%
2020,1,5,Jacksonville,33.33%
2020,1,5,Miami,33.33%
2020,1,5,Cincinnati,30.77%
2020,1,5,Las Vegas,25.00%
2020,1,5,Indianapolis,64.29%
2020,1,5,Detroit,40.00%
2020,1,5,LA Chargers,70.00%
2020,1,5,Arizona,61.11%
2020,1,5,Houston,52.38%
2020,1,5,Washington,53.33%
2019,12,29,New England,15.38%
2019,12,29,San Francisco,6.67%
2019,12,29,Dallas,42.86%
2019,12,29,Cleveland,42.86%
2019,12,29,Tampa Bay,25.00%
2019,12,29,New Orleans,37.50%
2019,12,29,Chicago,50.00%
2019,12,29,Buffalo,53.85%
2019,12,29,Seattle,33.33%
2019,12,29,Tennessee,38.89%
2019,12,29,Philadelphia,35.71%
2019,12,29,Pittsburgh,16.67%
2019,12,29,Denver,50.00%
2019,12,29,Kansas City,33.33%
2019,12,29,Minnesota,27.78%
2019,12,29,NY Giants,26.67%
2019,12,29,Baltimore,22.22%
2019,12,29,Jacksonville,50.00%
2019,12,29,LA Rams,60.00%
2019,12,29,Green Bay,33.33%
2019,12,29,Indianapolis,50.00%
2019,12,29,Carolina,40.00%
2019,12,29,Las Vegas,41.67%
2019,12,29,Cincinnati,31.25%
2019,12,29,NY Jets,33.33%
2019,12,29,Miami,50.00%
2019,12,29,LA Chargers,46.15%
2019,12,29,Atlanta,20.00%
2019,12,29,Detroit,50.00%
2019,12,29,Arizona,46.15%
2019,12,29,Houston,60.00%
2019,12,29,Washington,40.00%
2019,12,22,New England,23.08%
2019,12,22,San Francisco,30.00%
2019,12,22,Dallas,46.15%
2019,12,22,Cleveland,18.18%
2019,12,22,New Orleans,38.46%
2019,12,22,Buffalo,28.57%
2019,12,22,Denver,41.67%
2019,12,22,Chicago,30.00%
2019,12,22,Tampa Bay,53.85%
2019,12,22,Seattle,40.00%
2019,12,22,Tennessee,50.00%
2019,12,22,Philadelphia,31.25%
2019,12,22,Kansas City,33.33%
2019,12,22,Minnesota,27.78%
2019,12,22,LA Rams,35.29%
2019,12,22,Pittsburgh,37.50%
2019,12,22,Jacksonville,36.36%
2019,12,22,Indianapolis,50.00%
2019,12,22,Green Bay,40.00%
2019,12,22,Baltimore,20.00%
2019,12,22,NY Giants,30.77%
2019,12,22,Carolina,42.86%
2019,12,22,Las Vegas,23.08%
2019,12,22,Miami,35.71%
2019,12,22,LA Chargers,46.15%
2019,12,22,NY Jets,37.50%
2019,12,22,Cincinnati,46.67%
2019,12,22,Atlanta,14.29%
2019,12,22,Detroit,57.14%
2019,12,22,Arizona,46.15%
2019,12,22,Houston,60.00%
2019,12,22,Washington,41.67%
2019,12,15,New England,50.00%
2019,12,15,San Francisco,46.67%
2019,12,15,Dallas,57.14%
2019,12,15,Cleveland,18.18%
2019,12,15,Tampa Bay,10.00%
2019,12,15,New Orleans,40.00%
2019,12,15,Denver,40.00%
2019,12,15,Buffalo,36.36%
2019,12,15,Seattle,40.00%
2019,12,15,Tennessee,50.00%
2019,12,15,Chicago,38.89%
2019,12,15,Philadelphia,20.00%
2019,12,15,Kansas City,25.00%
2019,12,15,Pittsburgh,37.50%
2019,12,15,LA Rams,31.25%
2019,12,15,Minnesota,60.00%
2019,12,15,Indianapolis,37.50%
2019,12,15,Jacksonville,36.36%
2019,12,15,Green Bay,40.00%
2019,12,15,NY Giants,30.77%
2019,12,15,Carolina,44.44%
2019,12,15,Baltimore,46.67%
2019,12,15,LA Chargers,33.33%
2019,12,15,Cincinnati,66.67%
2019,12,15,Miami,38.46%
2019,12,15,Houston,36.36%
2019,12,15,Detroit,16.67%
2019,12,15,NY Jets,44.44%
2019,12,15,Las Vegas,30.00%
2019,12,15,Arizona,46.67%
2019,12,15,Washington,50.00%
2019,12,15,Atlanta,25.00%
2019,12,8,New England,50.00%
2019,12,8,Dallas,31.25%
2019,12,8,San Francisco,25.00%
2019,12,8,New Orleans,16.67%
2019,12,8,Cleveland,33.33%
2019,12,8,Tennessee,35.71%
2019,12,8,Denver,40.00%
2019,12,8,Seattle,42.86%
2019,12,8,Chicago,44.44%
2019,12,8,Buffalo,18.18%
2019,12,8,Tampa Bay,25.00%
2019,12,8,Minnesota,30.77%
2019,12,8,Philadelphia,20.00%
2019,12,8,Kansas City,33.33%
2019,12,8,LA Rams,33.33%
2019,12,8,Jacksonville,36.36%
2019,12,8,Indianapolis,38.46%
2019,12,8,Green Bay,45.45%
2019,12,8,Carolina,30.00%
2019,12,8,Baltimore,38.46%
2019,12,8,NY Giants,36.36%
2019,12,8,Pittsburgh,33.33%
2019,12,8,Cincinnati,53.85%
2019,12,8,LA Chargers,33.33%
2019,12,8,Houston,36.36%
2019,12,8,NY Jets,50.00%
2019,12,8,Miami,35.71%
2019,12,8,Las Vegas,30.00%
2019,12,8,Arizona,64.71%
2019,12,8,Detroit,53.85%
2019,12,8,Washington,50.00%
2019,12,8,Atlanta,33.33%
2019,12,1,New England,25.00%
2019,12,1,Dallas,33.33%
2019,12,1,San Francisco,25.00%
2019,12,1,New Orleans,16.67%
2019,12,1,Chicago,20.00%
2019,12,1,Tennessee,46.67%
2019,12,1,Cleveland,31.25%
2019,12,1,Denver,33.33%
2019,12,1,Seattle,33.33%
2019,12,1,Tampa Bay,38.46%
2019,12,1,Minnesota,28.57%
2019,12,1,Buffalo,53.33%
2019,12,1,Philadelphia,40.00%
2019,12,1,LA Rams,33.33%
2019,12,1,Kansas City,61.54%
2019,12,1,Indianapolis,16.67%
2019,12,1,Jacksonville,22.22%
2019,12,1,Green Bay,54.55%
2019,12,1,Carolina,50.00%
2019,12,1,Baltimore,58.82%
2019,12,1,NY Giants,57.14%
2019,12,1,Cincinnati,53.85%
2019,12,1,Pittsburgh,37.50%
2019,12,1,NY Jets,47.06%
2019,12,1,Houston,41.67%
2019,12,1,Arizona,64.71%
2019,12,1,Miami,46.15%
2019,12,1,Las Vegas,42.86%
2019,12,1,Detroit,58.33%
2019,12,1,LA Chargers,35.71%
2019,12,1,Washington,53.33%
