year,month,day,team,completion_percentage
2020,11,29,Dallas,50.00%
2020,11,29,Kansas City,68.00%
2020,11,29,Jacksonville,51.85%
2020,11,29,Green Bay,67.65%
2020,11,29,LA Chargers,63.64%
2020,11,29,Tampa Bay,73.33%
2020,11,29,Minnesota,66.67%
2020,11,29,New England,60.00%
2020,11,29,Cleveland,79.31%
2020,11,29,Baltimore,59.26%
2020,11,29,Washington,60.00%
2020,11,29,Chicago,70.00%
2020,11,29,Detroit,69.44%
2020,11,29,NY Giants,66.67%
2020,11,29,Philadelphia,58.14%
2020,11,29,Denver,60.00%
2020,11,29,NY Jets,52.17%
2020,11,22,Las Vegas,70.97%
2020,11,22,Seattle,62.50%
2020,11,22,Carolina,55.17%
2020,11,22,New Orleans,68.75%
2020,11,22,Miami,68.97%
2020,11,22,Tennessee,73.17%
2020,11,22,Indianapolis,65.91%
2020,11,22,Pittsburgh,65.22%
2020,11,22,Houston,73.68%
2020,11,22,Jacksonville,56.82%
2020,11,22,LA Rams,50.00%
2020,11,22,Dallas,62.96%
2020,11,22,Buffalo,51.85%
2020,11,22,LA Chargers,58.82%
2020,11,22,Arizona,37.50%
2020,11,22,Kansas City,80.77%
2020,11,22,San Francisco,69.70%
2020,11,22,Green Bay,45.71%
2020,11,22,New England,70.37%
2020,11,22,Cincinnati,64.10%
2020,11,22,Atlanta,75.00%
2020,11,22,Minnesota,66.67%
2020,11,22,Tampa Bay,60.71%
2020,11,22,Washington,73.81%
2020,11,22,Baltimore,59.26%
2020,11,22,Chicago,58.97%
2020,11,22,NY Giants,63.16%
2020,11,22,Detroit,61.29%
2020,11,22,Cleveland,53.57%
2020,11,22,Philadelphia,52.50%
2020,11,22,Denver,41.67%
2020,11,22,NY Jets,47.73%
2020,11,15,Carolina,75.00%
2020,11,15,Las Vegas,70.97%
2020,11,15,Seattle,62.50%
2020,11,15,LA Rams,70.00%
2020,11,15,New Orleans,68.75%
2020,11,15,Miami,78.57%
2020,11,15,Green Bay,81.82%
2020,11,15,Indianapolis,63.64%
2020,11,15,Pittsburgh,79.41%
2020,11,15,Jacksonville,63.27%
2020,11,15,Arizona,72.97%
2020,11,15,Buffalo,63.04%
2020,11,15,Tennessee,75.00%
2020,11,15,Dallas,72.73%
2020,11,15,Houston,71.43%
2020,11,15,LA Chargers,58.82%
2020,11,15,Cincinnati,63.33%
2020,11,15,San Francisco,45.71%
2020,11,15,Tampa Bay,60.98%
2020,11,15,New England,54.05%
2020,11,15,Minnesota,69.23%
2020,11,15,Baltimore,51.35%
2020,11,15,Kansas City,51.16%
2020,11,15,Atlanta,56.76%
2020,11,15,Chicago,71.43%
2020,11,15,Cleveland,57.89%
2020,11,15,NY Giants,60.61%
2020,11,15,Washington,60.00%
2020,11,15,Detroit,54.84%
2020,11,15,Philadelphia,58.33%
2020,11,15,Denver,61.29%
2020,11,15,NY Jets,54.55%
2020,11,8,Seattle,70.59%
2020,11,8,Las Vegas,72.73%
2020,11,8,Carolina,70.27%
2020,11,8,LA Rams,78.13%
2020,11,8,Jacksonville,67.50%
2020,11,8,Indianapolis,55.17%
2020,11,8,New Orleans,76.00%
2020,11,8,Buffalo,70.59%
2020,11,8,Green Bay,81.82%
2020,11,8,San Francisco,71.11%
2020,11,8,Miami,64.44%
2020,11,8,Arizona,77.42%
2020,11,8,Baltimore,65.22%
2020,11,8,LA Chargers,80.00%
2020,11,8,Dallas,70.69%
2020,11,8,Kansas City,65.52%
2020,11,8,Tennessee,62.16%
2020,11,8,Pittsburgh,63.89%
2020,11,8,Houston,60.61%
2020,11,8,Cincinnati,69.44%
2020,11,8,Tampa Bay,65.22%
2020,11,8,Atlanta,71.79%
2020,11,8,New England,54.05%
2020,11,8,Cleveland,64.52%
2020,11,8,Minnesota,72.73%
2020,11,8,NY Giants,63.89%
2020,11,8,Washington,71.11%
2020,11,8,Philadelphia,64.29%
2020,11,8,Detroit,54.84%
2020,11,8,NY Jets,56.82%
2020,11,8,Denver,61.29%
2020,11,8,Chicago,61.90%
2020,11,1,Indianapolis,76.00%
2020,11,1,Seattle,67.50%
2020,11,1,Carolina,78.57%
2020,11,1,Las Vegas,75.00%
2020,11,1,Jacksonville,71.43%
2020,11,1,Miami,90.00%
2020,11,1,Buffalo,72.73%
2020,11,1,New Orleans,80.56%
2020,11,1,LA Rams,71.88%
2020,11,1,Baltimore,53.57%
2020,11,1,San Francisco,69.44%
2020,11,1,New England,60.71%
2020,11,1,Kansas City,73.81%
2020,11,1,Houston,70.37%
2020,11,1,Tennessee,62.16%
2020,11,1,Green Bay,65.63%
2020,11,1,Pittsburgh,63.89%
2020,11,1,Arizona,65.71%
2020,11,1,Dallas,64.91%
2020,11,1,LA Chargers,71.43%
2020,11,1,Tampa Bay,65.79%
2020,11,1,Cincinnati,70.45%
2020,11,1,Cleveland,69.57%
2020,11,1,Detroit,70.97%
2020,11,1,Atlanta,50.00%
2020,11,1,NY Jets,58.62%
2020,11,1,NY Giants,53.13%
2020,11,1,Philadelphia,61.70%
2020,11,1,Denver,64.10%
2020,11,1,Minnesota,59.26%
2020,11,1,Chicago,56.86%
2020,11,1,Washington,56.76%
2020,10,25,Las Vegas,70.97%
2020,10,25,Seattle,62.50%
2020,10,25,Carolina,55.17%
2020,10,25,New Orleans,68.75%
2020,10,25,Miami,68.97%
2020,10,25,Tennessee,73.17%
2020,10,25,Indianapolis,65.91%
2020,10,25,Pittsburgh,65.22%
2020,10,25,Houston,73.68%
2020,10,25,Jacksonville,56.82%
2020,10,25,LA Rams,50.00%
2020,10,25,Dallas,62.96%
2020,10,25,Buffalo,51.85%
2020,10,25,LA Chargers,58.82%
2020,10,25,Arizona,37.50%
2020,10,25,Kansas City,80.77%
2020,10,25,San Francisco,69.70%
2020,10,25,Green Bay,45.71%
2020,10,25,New England,70.37%
2020,10,25,Cincinnati,64.10%
2020,10,25,Atlanta,75.00%
2020,10,25,Minnesota,66.67%
2020,10,25,Tampa Bay,60.71%
2020,10,25,Washington,73.81%
2020,10,25,Baltimore,59.26%
2020,10,25,NY Giants,66.67%
2020,10,25,Chicago,58.97%
2020,10,25,Detroit,61.29%
2020,10,25,Cleveland,53.57%
2020,10,25,Philadelphia,58.14%
2020,10,25,Denver,41.67%
2020,10,25,NY Jets,47.73%
2020,10,18,Carolina,75.00%
2020,10,18,Las Vegas,70.97%
2020,10,18,Seattle,62.50%
2020,10,18,LA Rams,70.00%
2020,10,18,New Orleans,68.75%
2020,10,18,Miami,78.57%
2020,10,18,Green Bay,81.82%
2020,10,18,Indianapolis,63.64%
2020,10,18,Pittsburgh,79.41%
2020,10,18,Jacksonville,63.27%
2020,10,18,Arizona,72.97%
2020,10,18,Buffalo,63.04%
2020,10,18,Tennessee,75.00%
2020,10,18,Dallas,72.73%
2020,10,18,Houston,71.43%
2020,10,18,LA Chargers,58.82%
2020,10,18,Cincinnati,63.33%
2020,10,18,San Francisco,45.71%
2020,10,18,Tampa Bay,60.98%
2020,10,18,New England,54.05%
2020,10,18,Minnesota,69.23%
2020,10,18,Baltimore,51.35%
2020,10,18,Kansas City,51.16%
2020,10,18,Atlanta,56.76%
2020,10,18,Chicago,71.43%
2020,10,18,Cleveland,57.89%
2020,10,18,NY Giants,60.61%
2020,10,18,Washington,60.00%
2020,10,18,Detroit,54.84%
2020,10,18,Philadelphia,58.33%
2020,10,18,Denver,61.29%
2020,10,18,NY Jets,54.55%
2020,10,11,Seattle,70.59%
2020,10,11,Las Vegas,72.73%
2020,10,11,Carolina,70.27%
2020,10,11,LA Rams,78.13%
2020,10,11,Jacksonville,67.50%
2020,10,11,Indianapolis,55.17%
2020,10,11,New Orleans,76.00%
2020,10,11,Buffalo,70.59%
2020,10,11,Green Bay,81.82%
2020,10,11,San Francisco,71.11%
2020,10,11,Miami,64.44%
2020,10,11,Arizona,77.42%
2020,10,11,Baltimore,65.22%
2020,10,11,LA Chargers,80.00%
2020,10,11,Dallas,70.69%
2020,10,11,Kansas City,65.52%
2020,10,11,Tennessee,62.16%
2020,10,11,Pittsburgh,63.89%
2020,10,11,Houston,60.61%
2020,10,11,Cincinnati,69.44%
2020,10,11,Tampa Bay,60.98%
2020,10,11,Atlanta,71.79%
2020,10,11,New England,54.05%
2020,10,11,Cleveland,64.52%
2020,10,11,Minnesota,72.73%
2020,10,11,Chicago,71.43%
2020,10,11,NY Giants,63.89%
2020,10,11,Washington,71.11%
2020,10,11,Philadelphia,64.29%
2020,10,11,Detroit,54.84%
2020,10,11,NY Jets,56.82%
2020,10,11,Denver,61.29%
2020,10,4,Indianapolis,76.00%
2020,10,4,Seattle,67.50%
2020,10,4,Carolina,78.57%
2020,10,4,Las Vegas,75.00%
2020,10,4,Jacksonville,71.43%
2020,10,4,Miami,90.00%
2020,10,4,Buffalo,72.73%
2020,10,4,New Orleans,80.56%
2020,10,4,LA Rams,71.88%
2020,10,4,Baltimore,53.57%
2020,10,4,San Francisco,69.44%
2020,10,4,New England,60.71%
2020,10,4,Kansas City,73.81%
2020,10,4,Houston,70.37%
2020,10,4,Tennessee,62.16%
2020,10,4,Green Bay,65.63%
2020,10,4,Pittsburgh,63.89%
2020,10,4,Arizona,65.71%
2020,10,4,Dallas,64.91%
2020,10,4,LA Chargers,71.43%
2020,10,4,Tampa Bay,65.79%
2020,10,4,Cincinnati,70.45%
2020,10,4,Cleveland,69.57%
2020,10,4,Detroit,70.97%
2020,10,4,Atlanta,50.00%
2020,10,4,NY Giants,53.13%
2020,10,4,NY Jets,56.82%
2020,10,4,Denver,61.29%
2020,10,4,Philadelphia,61.70%
2020,10,4,Minnesota,59.26%
2020,10,4,Chicago,56.86%
2020,10,4,Washington,56.76%
2020,9,27,Seattle,75.00%
2020,9,27,Baltimore,75.00%
2020,9,27,Indianapolis,76.00%
2020,9,27,Jacksonville,71.43%
2020,9,27,Las Vegas,73.68%
2020,9,27,Carolina,78.57%
2020,9,27,New England,68.18%
2020,9,27,Miami,90.00%
2020,9,27,Buffalo,68.57%
2020,9,27,Tennessee,75.00%
2020,9,27,LA Rams,74.07%
2020,9,27,Pittsburgh,70.73%
2020,9,27,San Francisco,81.48%
2020,9,27,Green Bay,60.00%
2020,9,27,Dallas,69.39%
2020,9,27,Atlanta,64.86%
2020,9,27,Arizona,68.42%
2020,9,27,Houston,69.44%
2020,9,27,New Orleans,68.42%
2020,9,27,Tampa Bay,65.71%
2020,9,27,Kansas City,57.45%
2020,9,27,NY Giants,62.50%
2020,9,27,NY Jets,65.63%
2020,9,27,Cincinnati,60.66%
2020,9,27,LA Chargers,66.67%
2020,9,27,Cleveland,69.57%
2020,9,27,Chicago,64.29%
2020,9,27,Minnesota,42.31%
2020,9,27,Philadelphia,60.47%
2020,9,27,Detroit,60.61%
2020,9,27,Denver,48.72%
2020,9,27,Washington,57.58%
2020,9,20,Jacksonville,95.00%
2020,9,20,Seattle,88.57%
2020,9,20,Baltimore,80.77%
2020,9,20,New England,78.95%
2020,9,20,Indianapolis,78.26%
2020,9,20,Minnesota,76.00%
2020,9,20,Kansas City,75.00%
2020,9,20,Las Vegas,73.33%
2020,9,20,Green Bay,72.73%
2020,9,20,Buffalo,71.74%
2020,9,20,Atlanta,68.52%
2020,9,20,Tennessee,67.44%
2020,9,20,Miami,66.67%
2020,9,20,Denver,66.67%
2020,9,20,Pittsburgh,65.63%
2020,9,20,Arizona,65.00%
2020,9,20,Carolina,64.71%
2020,9,20,LA Rams,64.52%
2020,9,20,Dallas,64.10%
2020,9,20,Tampa Bay,63.89%
2020,9,20,NY Giants,63.41%
2020,9,20,Houston,62.50%
2020,9,20,Cincinnati,60.66%
2020,9,20,New Orleans,61.29%
2020,9,20,NY Jets,60.00%
2020,9,20,Cleveland,69.57%
2020,9,20,San Francisco,57.58%
2020,9,20,Detroit,57.14%
2020,9,20,Philadelphia,57.14%
2020,9,20,Chicago,55.56%
2020,9,20,Washington,54.84%
2020,9,20,LA Chargers,53.33%
2020,9,13,Kansas City,75.00%
2020,9,13,Houston,62.50%
2020,9,6,New Orleans,79.41%
2020,9,6,Las Vegas,63.04%
2020,9,6,San Francisco,64.52%
2020,9,6,Minnesota,72.41%
2020,9,6,Atlanta,58.82%
2020,9,6,Houston,59.62%
2020,9,6,LA Chargers,67.39%
2020,9,6,Tennessee,68.75%
2020,9,6,Seattle,67.74%
2020,9,6,Kansas City,61.90%
2020,9,6,Dallas,69.70%
2020,9,6,Baltimore,52.54%
2020,9,6,Arizona,62.79%
2020,9,6,Chicago,70.27%
2020,9,6,Philadelphia,67.86%
2020,9,6,Green Bay,79.49%
2020,9,6,LA Rams,64.44%
2020,9,6,Washington,48.65%
2020,9,6,NY Jets,63.89%
2020,9,6,NY Giants,59.57%
2020,9,6,Denver,60.71%
2020,9,6,Jacksonville,69.23%
2020,9,6,Pittsburgh,36.00%
2020,9,6,Tampa Bay,54.17%
2020,9,6,New England,54.05%
2020,9,6,Carolina,53.06%
2020,9,6,Miami,65.91%
2020,9,6,Detroit,43.33%
2020,9,6,Indianapolis,48.00%
2020,9,6,Cleveland,44.44%
2020,9,6,Cincinnati,57.14%
2020,9,6,Buffalo,52.08%
2020,2,23,New Orleans,79.41%
2020,2,23,Las Vegas,63.04%
2020,2,23,San Francisco,64.52%
2020,2,23,Minnesota,72.41%
2020,2,23,Atlanta,58.82%
2020,2,23,Houston,59.62%
2020,2,23,LA Chargers,67.39%
2020,2,23,Tennessee,68.75%
2020,2,23,Seattle,67.74%
2020,2,23,Kansas City,61.90%
2020,2,23,Dallas,69.70%
2020,2,23,Baltimore,52.54%
2020,2,23,Arizona,62.79%
2020,2,23,Chicago,70.27%
2020,2,23,Philadelphia,67.86%
2020,2,23,Green Bay,79.49%
2020,2,23,LA Rams,64.44%
2020,2,23,Washington,48.65%
2020,2,23,NY Jets,63.89%
2020,2,23,NY Giants,59.57%
2020,2,23,Denver,60.71%
2020,2,23,Jacksonville,69.23%
2020,2,23,Pittsburgh,36.00%
2020,2,23,Tampa Bay,54.17%
2020,2,23,New England,54.05%
2020,2,23,Carolina,53.06%
2020,2,23,Miami,65.91%
2020,2,23,Detroit,43.33%
2020,2,23,Indianapolis,48.00%
2020,2,23,Cleveland,44.44%
2020,2,23,Cincinnati,57.14%
2020,2,23,Buffalo,52.08%
2020,2,16,New Orleans,79.41%
2020,2,16,Las Vegas,63.04%
2020,2,16,San Francisco,64.52%
2020,2,16,Minnesota,72.41%
2020,2,16,Atlanta,58.82%
2020,2,16,Houston,59.62%
2020,2,16,LA Chargers,67.39%
2020,2,16,Tennessee,68.75%
2020,2,16,Seattle,67.74%
2020,2,16,Kansas City,61.90%
2020,2,16,Dallas,69.70%
2020,2,16,Baltimore,52.54%
2020,2,16,Arizona,62.79%
2020,2,16,Chicago,70.27%
2020,2,16,Philadelphia,67.86%
2020,2,16,Green Bay,79.49%
2020,2,16,LA Rams,64.44%
2020,2,16,Washington,48.65%
2020,2,16,NY Jets,63.89%
2020,2,16,NY Giants,59.57%
2020,2,16,Denver,60.71%
2020,2,16,Jacksonville,69.23%
2020,2,16,Pittsburgh,36.00%
2020,2,16,Tampa Bay,54.17%
2020,2,16,New England,54.05%
2020,2,16,Carolina,53.06%
2020,2,16,Miami,65.91%
2020,2,16,Detroit,43.33%
2020,2,16,Indianapolis,48.00%
2020,2,16,Cleveland,44.44%
2020,2,16,Cincinnati,57.14%
2020,2,16,Buffalo,52.08%
2020,2,9,New Orleans,79.41%
2020,2,9,Las Vegas,63.04%
2020,2,9,San Francisco,64.52%
2020,2,9,Minnesota,72.41%
2020,2,9,Atlanta,58.82%
2020,2,9,Houston,59.62%
2020,2,9,LA Chargers,67.39%
2020,2,9,Tennessee,68.75%
2020,2,9,Seattle,67.74%
2020,2,9,Kansas City,61.90%
2020,2,9,Dallas,69.70%
2020,2,9,Baltimore,52.54%
2020,2,9,Arizona,62.79%
2020,2,9,Chicago,70.27%
2020,2,9,Philadelphia,67.86%
2020,2,9,Green Bay,79.49%
2020,2,9,LA Rams,64.44%
2020,2,9,Washington,48.65%
2020,2,9,NY Jets,63.89%
2020,2,9,NY Giants,59.57%
2020,2,9,Denver,60.71%
2020,2,9,Jacksonville,69.23%
2020,2,9,Pittsburgh,36.00%
2020,2,9,Tampa Bay,54.17%
2020,2,9,New England,54.05%
2020,2,9,Carolina,53.06%
2020,2,9,Miami,65.91%
2020,2,9,Detroit,43.33%
2020,2,9,Indianapolis,48.00%
2020,2,9,Cleveland,44.44%
2020,2,9,Cincinnati,57.14%
2020,2,9,Buffalo,52.08%
2020,2,2,New Orleans,79.41%
2020,2,2,Las Vegas,63.04%
2020,2,2,San Francisco,75.00%
2020,2,2,Minnesota,72.41%
2020,2,2,Atlanta,58.82%
2020,2,2,Houston,59.62%
2020,2,2,LA Chargers,67.39%
2020,2,2,Tennessee,68.75%
2020,2,2,Seattle,67.74%
2020,2,2,Kansas City,65.71%
2020,2,2,Dallas,69.70%
2020,2,2,Baltimore,52.54%
2020,2,2,Arizona,62.79%
2020,2,2,Chicago,70.27%
2020,2,2,Philadelphia,67.86%
2020,2,2,Green Bay,79.49%
2020,2,2,LA Rams,64.44%
2020,2,2,Washington,48.65%
2020,2,2,NY Jets,63.89%
2020,2,2,NY Giants,59.57%
2020,2,2,Denver,60.71%
2020,2,2,Jacksonville,69.23%
2020,2,2,Pittsburgh,36.00%
2020,2,2,Tampa Bay,54.17%
2020,2,2,New England,54.05%
2020,2,2,Carolina,53.06%
2020,2,2,Miami,65.91%
2020,2,2,Detroit,43.33%
2020,2,2,Indianapolis,48.00%
2020,2,2,Cleveland,44.44%
2020,2,2,Cincinnati,57.14%
2020,2,2,Buffalo,52.08%
2020,1,26,New Orleans,79.41%
2020,1,26,Las Vegas,63.04%
2020,1,26,San Francisco,75.00%
2020,1,26,Minnesota,72.41%
2020,1,26,Atlanta,58.82%
2020,1,26,Houston,59.62%
2020,1,26,LA Chargers,67.39%
2020,1,26,Tennessee,68.75%
2020,1,26,Seattle,67.74%
2020,1,26,Kansas City,65.71%
2020,1,26,Dallas,69.70%
2020,1,26,Baltimore,52.54%
2020,1,26,Arizona,62.79%
2020,1,26,Chicago,70.27%
2020,1,26,Philadelphia,67.86%
2020,1,26,Green Bay,79.49%
2020,1,26,LA Rams,64.44%
2020,1,26,Washington,48.65%
2020,1,26,NY Jets,63.89%
2020,1,26,NY Giants,59.57%
2020,1,26,Denver,60.71%
2020,1,26,Jacksonville,69.23%
2020,1,26,Pittsburgh,36.00%
2020,1,26,Tampa Bay,54.17%
2020,1,26,New England,54.05%
2020,1,26,Carolina,53.06%
2020,1,26,Miami,65.91%
2020,1,26,Detroit,43.33%
2020,1,26,Indianapolis,48.00%
2020,1,26,Cleveland,44.44%
2020,1,26,Cincinnati,57.14%
2020,1,26,Buffalo,52.08%
2020,1,19,New Orleans,79.41%
2020,1,19,Las Vegas,63.04%
2020,1,19,San Francisco,57.89%
2020,1,19,Minnesota,72.41%
2020,1,19,Atlanta,58.82%
2020,1,19,Houston,59.62%
2020,1,19,LA Chargers,67.39%
2020,1,19,Seattle,67.74%
2020,1,19,Kansas City,65.71%
2020,1,19,Tennessee,53.33%
2020,1,19,Dallas,69.70%
2020,1,19,Baltimore,52.54%
2020,1,19,Arizona,62.79%
2020,1,19,Chicago,70.27%
2020,1,19,Philadelphia,67.86%
2020,1,19,LA Rams,64.44%
2020,1,19,Washington,48.65%
2020,1,19,Green Bay,59.26%
2020,1,19,NY Jets,63.89%
2020,1,19,NY Giants,59.57%
2020,1,19,Denver,60.71%
2020,1,19,Jacksonville,69.23%
2020,1,19,Pittsburgh,36.00%
2020,1,19,Tampa Bay,54.17%
2020,1,19,New England,54.05%
2020,1,19,Carolina,53.06%
2020,1,19,Miami,65.91%
2020,1,19,Detroit,43.33%
2020,1,19,Indianapolis,48.00%
2020,1,19,Cleveland,44.44%
2020,1,19,Cincinnati,57.14%
2020,1,19,Buffalo,52.08%
2020,1,12,New Orleans,79.41%
2020,1,12,Las Vegas,63.04%
2020,1,12,San Francisco,57.89%
2020,1,12,Minnesota,72.41%
2020,1,12,Atlanta,58.82%
2020,1,12,Houston,80.00%
2020,1,12,LA Chargers,67.39%
2020,1,12,Seattle,60.00%
2020,1,12,Kansas City,64.00%
2020,1,12,Tennessee,53.33%
2020,1,12,Dallas,69.70%
2020,1,12,Baltimore,52.54%
2020,1,12,Arizona,62.79%
2020,1,12,Chicago,70.27%
2020,1,12,Philadelphia,67.86%
2020,1,12,LA Rams,64.44%
2020,1,12,Washington,48.65%
2020,1,12,Green Bay,49.09%
2020,1,12,NY Jets,63.89%
2020,1,12,NY Giants,59.57%
2020,1,12,Denver,60.71%
2020,1,12,Jacksonville,69.23%
2020,1,12,Pittsburgh,36.00%
2020,1,12,Tampa Bay,54.17%
2020,1,12,New England,54.05%
2020,1,12,Carolina,53.06%
2020,1,12,Miami,65.91%
2020,1,12,Detroit,43.33%
2020,1,12,Indianapolis,48.00%
2020,1,12,Cleveland,44.44%
2020,1,12,Cincinnati,57.14%
2020,1,12,Buffalo,52.08%
2020,1,5,New Orleans,64.52%
2020,1,5,Las Vegas,63.04%
2020,1,5,San Francisco,81.82%
2020,1,5,Minnesota,57.14%
2020,1,5,Atlanta,58.82%
2020,1,5,Houston,80.00%
2020,1,5,LA Chargers,67.39%
2020,1,5,Seattle,62.50%
2020,1,5,Tennessee,56.25%
2020,1,5,Baltimore,52.38%
2020,1,5,Kansas City,64.00%
2020,1,5,Dallas,69.70%
2020,1,5,Arizona,62.79%
2020,1,5,Chicago,70.27%
2020,1,5,Philadelphia,57.50%
2020,1,5,LA Rams,64.44%
2020,1,5,Washington,48.65%
2020,1,5,Green Bay,49.09%
2020,1,5,NY Jets,63.89%
2020,1,5,NY Giants,59.57%
2020,1,5,Denver,60.71%
2020,1,5,Jacksonville,69.23%
2020,1,5,Pittsburgh,36.00%
2020,1,5,Tampa Bay,54.17%
2020,1,5,New England,54.05%
2020,1,5,Carolina,53.06%
2020,1,5,Miami,65.91%
2020,1,5,Detroit,43.33%
2020,1,5,Indianapolis,48.00%
2020,1,5,Cleveland,44.44%
2020,1,5,Cincinnati,57.14%
2020,1,5,Buffalo,52.08%
2019,12,29,New Orleans,58.06%
2019,12,29,Minnesota,82.86%
2019,12,29,Las Vegas,55.88%
2019,12,29,San Francisco,70.00%
2019,12,29,Houston,63.33%
2019,12,29,Atlanta,70.00%
2019,12,29,Baltimore,69.57%
2019,12,29,Seattle,52.00%
2019,12,29,Dallas,65.31%
2019,12,29,Tennessee,77.78%
2019,12,29,Kansas City,59.38%
2019,12,29,Chicago,76.32%
2019,12,29,Green Bay,62.16%
2019,12,29,Arizona,72.73%
2019,12,29,LA Chargers,53.85%
2019,12,29,NY Jets,68.97%
2019,12,29,Jacksonville,66.67%
2019,12,29,Washington,43.33%
2019,12,29,NY Giants,58.33%
2019,12,29,Detroit,57.89%
2019,12,29,Philadelphia,73.33%
2019,12,29,Indianapolis,64.00%
2019,12,29,New England,45.95%
2019,12,29,Pittsburgh,48.15%
2019,12,29,Buffalo,80.00%
2019,12,29,LA Rams,70.27%
2019,12,29,Denver,40.00%
2019,12,29,Carolina,63.89%
2019,12,29,Cleveland,70.59%
2019,12,29,Tampa Bay,64.29%
2019,12,29,Miami,53.85%
2019,12,29,Cincinnati,46.15%
2019,12,22,Las Vegas,86.21%
2019,12,22,New Orleans,80.00%
2019,12,22,Minnesota,82.86%
2019,12,22,Atlanta,68.75%
2019,12,22,San Francisco,75.56%
2019,12,22,Houston,63.33%
2019,12,22,Seattle,70.59%
2019,12,22,Dallas,63.04%
2019,12,22,Baltimore,74.07%
2019,12,22,Kansas City,59.38%
2019,12,22,Tennessee,68.42%
2019,12,22,Green Bay,58.62%
2019,12,22,Washington,54.29%
2019,12,22,Arizona,72.73%
2019,12,22,LA Chargers,53.85%
2019,12,22,Chicago,53.19%
2019,12,22,New England,56.25%
2019,12,22,Detroit,57.69%
2019,12,22,NY Jets,61.29%
2019,12,22,NY Giants,65.00%
2019,12,22,Pittsburgh,52.27%
2019,12,22,Jacksonville,70.21%
2019,12,22,Denver,45.00%
2019,12,22,Indianapolis,64.00%
2019,12,22,Philadelphia,50.00%
2019,12,22,LA Rams,61.11%
2019,12,22,Miami,71.11%
2019,12,22,Carolina,62.00%
2019,12,22,Buffalo,63.64%
2019,12,22,Tampa Bay,58.82%
2019,12,22,Cleveland,53.13%
2019,12,22,Cincinnati,41.94%
2019,12,15,Las Vegas,67.74%
2019,12,15,New Orleans,71.74%
2019,12,15,Atlanta,57.14%
2019,12,15,Houston,78.57%
2019,12,15,Minnesota,71.88%
2019,12,15,Seattle,70.59%
2019,12,15,Dallas,59.57%
2019,12,15,San Francisco,52.17%
2019,12,15,Baltimore,81.82%
2019,12,15,LA Chargers,54.84%
2019,12,15,Washington,68.18%
2019,12,15,Kansas City,70.59%
2019,12,15,Chicago,69.57%
2019,12,15,Denver,60.00%
2019,12,15,Tennessee,68.42%
2019,12,15,Green Bay,58.62%
2019,12,15,New England,65.22%
2019,12,15,Arizona,62.22%
2019,12,15,Detroit,58.70%
2019,12,15,NY Jets,63.33%
2019,12,15,NY Giants,65.00%
2019,12,15,Pittsburgh,52.27%
2019,12,15,Philadelphia,66.67%
2019,12,15,Indianapolis,46.15%
2019,12,15,Jacksonville,57.45%
2019,12,15,LA Rams,52.38%
2019,12,15,Carolina,65.12%
2019,12,15,Cincinnati,53.33%
2019,12,15,Tampa Bay,62.50%
2019,12,15,Buffalo,53.66%
2019,12,15,Cleveland,53.13%
2019,12,15,Miami,63.64%
2019,12,8,Atlanta,75.00%
2019,12,8,San Francisco,75.68%
2019,12,8,Las Vegas,67.74%
2019,12,8,New Orleans,79.07%
2019,12,8,Houston,78.57%
2019,12,8,Dallas,62.86%
2019,12,8,Minnesota,50.00%
2019,12,8,Seattle,67.44%
2019,12,8,LA Chargers,54.84%
2019,12,8,Washington,68.18%
2019,12,8,Green Bay,65.71%
2019,12,8,Chicago,47.62%
2019,12,8,Baltimore,73.91%
2019,12,8,Pittsburgh,74.29%
2019,12,8,Kansas City,71.43%
2019,12,8,Denver,60.00%
2019,12,8,New England,65.22%
2019,12,8,Indianapolis,67.74%
2019,12,8,Tennessee,69.23%
2019,12,8,Detroit,63.41%
2019,12,8,Arizona,70.83%
2019,12,8,NY Jets,69.23%
2019,12,8,NY Giants,63.41%
2019,12,8,Philadelphia,66.67%
2019,12,8,LA Rams,54.84%
2019,12,8,Jacksonville,57.45%
2019,12,8,Buffalo,70.00%
2019,12,8,Cincinnati,61.54%
2019,12,8,Tampa Bay,65.91%
2019,12,8,Carolina,53.13%
2019,12,8,Cleveland,64.29%
2019,12,8,Miami,66.67%
2019,12,1,Minnesota,88.46%
2019,12,1,Las Vegas,60.00%
2019,12,1,Atlanta,75.00%
2019,12,1,San Francisco,75.68%
2019,12,1,Dallas,77.78%
2019,12,1,New Orleans,79.07%
2019,12,1,Houston,69.23%
2019,12,1,Seattle,70.00%
2019,12,1,Chicago,65.71%
2019,12,1,LA Chargers,65.52%
2019,12,1,Washington,71.43%
2019,12,1,Green Bay,69.70%
2019,12,1,Denver,62.50%
2019,12,1,New England,55.56%
2019,12,1,Detroit,78.13%
2019,12,1,Kansas City,66.67%
2019,12,1,Baltimore,45.00%
2019,12,1,Indianapolis,60.00%
2019,12,1,Arizona,70.83%
2019,12,1,Tennessee,63.64%
2019,12,1,Pittsburgh,55.56%
2019,12,1,NY Giants,68.29%
2019,12,1,NY Jets,70.00%
2019,12,1,Jacksonville,64.71%
2019,12,1,Philadelphia,70.83%
2019,12,1,LA Rams,54.84%
2019,12,1,Cincinnati,61.54%
2019,12,1,Carolina,51.35%
2019,12,1,Buffalo,47.06%
2019,12,1,Tampa Bay,48.84%
2019,12,1,Cleveland,64.52%
